STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,3,Own-account workers,2016,,28,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,3,Own-account workers,2021,,44,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,E,Employed,2013,,4839,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,E,Employed,2015,,5424,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,U,Urban,PWD,Persons without disability,6,Workers not classifiable by status,2015,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,3,Own-account workers,2017,,6,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2015,,1090,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2016,,50,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2018,,1139,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,R,Rural,PWD,Persons without disability,5,Contributing family workers,2019,,362,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2013,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2015,,77,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,U,Urban,_T,No breakdown by disability,5,Contributing family workers,2019,,499,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,PWD,Persons without disability,6,Workers not classifiable by status,2019,,217,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,3,Own-account workers,2019,,1526,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2013,,36441,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2013,,108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,3,Own-account workers,2012,,411,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,U,Urban,PD,Persons with disability,E,Employed,2015,,60,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,U,Urban,PD,Persons with disability,E,Employed,2019,,90,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,1362,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,1724,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,E,Employed,2015,,1135,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,E,Employed,2019,,940,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2015,,1.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,PWD,Persons without disability,6,Workers not classifiable by status,2019,,3.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2015,,35.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2019,,28.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2015,,15.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PD,Persons with disability,O,Outside Labour Force,2015,,46,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PD,Persons with disability,O,Outside Labour Force,2019,,270,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2015,,1942,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2017,,2310,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PD,Persons with disability,O,Outside Labour Force,2016,,81.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PD,Persons with disability,O,Outside Labour Force,2018,,87.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PD,Persons with disability,O,Outside Labour Force,2021,,83.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,E,Employed,2016,,1996,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,E,Employed,2018,,1799,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,E,Employed,2021,,2135,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,E,Employed,2017,,45,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,E,Employed,2015,,71,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,E,Employed,2017,,117,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2016,,27.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2018,,26.43,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2021,,35.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,1,Employees,2015,,5.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,1,Employees,2019,,3.17,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2016,,105,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2018,,127,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2021,,143,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,E,Employed,2016,,101,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,E,Employed,2018,,75,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,E,Employed,2021,,61,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,5,Contributing family workers,2013,,0.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,_T,National,PWD,Persons without disability,1,Employees,2017,,48.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Employees,2013,,57.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Employees,2015,,60.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,U,Urban,PWD,Persons without disability,2,Employers,2015,,0.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2016,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2018,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2021,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2015,,16.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2019,,10.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,E,Employed,2015,,147,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,E,Employed,2019,,60.3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,6,Workers not classifiable by status,2017,,2.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,3,Own-account workers,2019,,7.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,5,Contributing family workers,2012,,3.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,PWD,Persons without disability,1,Employees,2017,,19.51,,PERCENT,percent,,,,,,,,,,
