Fleet catch in own national waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All values in metric tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Albacore,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bigeye,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skipjack,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellowfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1 All gears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFA members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,307.000000000000,532.000000000000,420.000000000000,426.000000000000,641.000000000000,592.000000000000,524.000000000000,705.000000000000,779.000000000000,2619.000000000000,1965.000000000000,1272.000000000000,1517.000000000000,745.000000000000,652.000000000000,702.000000000000,757.000000000000,728.000000000000,945.000000000000,910.000000000000,830.000000000000,751.000000000000,796.000000000000,1158.000000000000,1072.000000000000,1075.000000000000,699.000000000000,,806.000000000000,1155.000000000000,879.000000000000,756.000000000000,1295.000000000000,990.000000000000,1012.000000000000,882.000000000000,770.000000000000,492.000000000000,1021.000000000000,1022.000000000000,724.000000000000,457.000000000000,398.000000000000,556.000000000000,490.000000000000,503.000000000000,783.000000000000,821.000000000000,416.000000000000,323.000000000000,257.000000000000,288.000000000000,361.000000000000,342.000000000000,221.000000000000,,4697.000000000000,1223.000000000000,4398.000000000000,3996.000000000000,501.000000000000,93.000000000000,546.000000000000,178.000000000000,2.000000000000,49.000000000000,8.000000000000,15.000000000000,10.000000000000,4.000000000000,2.000000000000,4.000000000000,3.000000000000,2.000000000000,5.000000000000,3.000000000000,13.000000000000,6.000000000000,7.000000000000,5.000000000000,6.000000000000,18.000000000000,5.000000000000,,1735.000000000000,2143.000000000000,1824.000000000000,1793.000000000000,2799.000000000000,3513.000000000000,3604.000000000000,2342.000000000000,1467.000000000000,1802.000000000000,1383.000000000000,1647.000000000000,1385.000000000000,1353.000000000000,1864.000000000000,1257.000000000000,1334.000000000000,1678.000000000000,2174.000000000000,1723.000000000000,1659.000000000000,1310.000000000000,1949.000000000000,1742.000000000000,1449.000000000000,1453.000000000000,1604.000000000000,,7545.000000000000,5053.000000000000,7521.000000000000,6971.000000000000,5236.000000000000,5188.000000000000,5686.000000000000,4107.000000000000,3018.000000000000,4962.000000000000,4377.000000000000,3956.000000000000,3636.000000000000,2559.000000000000,2916.000000000000,2519.000000000000,2584.000000000000,2911.000000000000,3907.000000000000,3457.000000000000,2918.000000000000,2390.000000000000,3009.000000000000,3193.000000000000,2888.000000000000,2888.000000000000,2529.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,490.000000000000,1344.000000000000,1866.000000000000,2276.000000000000,1993.000000000000,2384.000000000000,1918.000000000000,1356.000000000000,2229.000000000000,2178.000000000000,2726.000000000000,1223.000000000000,1073.000000000000,1040.000000000000,1267.000000000000,2370.000000000000,2299.000000000000,1196.000000000000,360.000000000000,295.000000000000,276.000000000000,156.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,56.000000000000,201.000000000000,392.000000000000,211.000000000000,150.000000000000,185.000000000000,236.000000000000,164.000000000000,256.000000000000,923.000000000000,1574.000000000000,166.000000000000,171.000000000000,122.000000000000,139.000000000000,211.000000000000,128.000000000000,57.000000000000,34.000000000000,28.000000000000,11.000000000000,78.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,16.000000000000,34.000000000000,62.000000000000,30.000000000000,63.000000000000,29.000000000000,41.000000000000,80.000000000000,121.000000000000,134.000000000000,306.000000000000,34.000000000000,135.000000000000,80.000000000000,30.000000000000,61.000000000000,41.000000000000,29.000000000000,24.000000000000,7.000000000000,8.000000000000,707.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,42.000000000000,176.000000000000,505.000000000000,392.000000000000,211.000000000000,201.000000000000,143.000000000000,140.000000000000,157.000000000000,394.000000000000,661.000000000000,293.000000000000,456.000000000000,291.000000000000,272.000000000000,542.000000000000,432.000000000000,183.000000000000,128.000000000000,77.000000000000,47.000000000000,66.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4.000000000000,604.000000000000,1755.000000000000,2825.000000000000,2909.000000000000,2417.000000000000,2799.000000000000,2338.000000000000,1740.000000000000,2763.000000000000,3629.000000000000,5267.000000000000,1716.000000000000,1835.000000000000,1533.000000000000,1708.000000000000,3184.000000000000,2900.000000000000,1465.000000000000,546.000000000000,407.000000000000,342.000000000000,1007.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,1804.000000000000,1997.000000000000,2060.000000000000,4885.000000000000,7292.000000000000,6291.000000000000,4331.000000000000,6284.000000000000,5856.000000000000,5610.000000000000,3725.000000000000,4750.000000000000,5652.000000000000,6253.000000000000,4347.000000000000,4340.000000000000,3720.000000000000,3987.000000000000,5960.000000000000,4679.000000000000,6416.000000000000,6159.000000000000,5847.000000000000,4145.000000000000,4500.000000000000,5562.000000000000,3791.000000000000,,404.000000000000,434.000000000000,443.000000000000,605.000000000000,613.000000000000,597.000000000000,551.000000000000,569.000000000000,317.000000000000,451.000000000000,305.000000000000,376.000000000000,361.000000000000,352.000000000000,449.000000000000,249.000000000000,215.000000000000,334.000000000000,343.000000000000,472.000000000000,597.000000000000,451.000000000000,509.000000000000,384.000000000000,227.000000000000,267.000000000000,417.000000000000,,1046.000000000000,522.000000000000,567.000000000000,400.000000000000,509.000000000000,551.000000000000,511.000000000000,502.000000000000,531.000000000000,516.000000000000,503.000000000000,470.000000000000,24.000000000000,60.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,293.000000000000,167.000000000000,328.000000000000,322.000000000000,184.000000000000,316.000000000000,196.000000000000,338.000000000000,165.000000000000,,1054.000000000000,882.000000000000,731.000000000000,2169.000000000000,1996.000000000000,1594.000000000000,1764.000000000000,2453.000000000000,1419.000000000000,1279.000000000000,992.000000000000,1305.000000000000,1513.000000000000,1878.000000000000,1578.000000000000,1228.000000000000,826.000000000000,2375.000000000000,2562.000000000000,2598.000000000000,3295.000000000000,1895.000000000000,2242.000000000000,3257.000000000000,1992.000000000000,1665.000000000000,1725.000000000000,,4308.000000000000,3835.000000000000,3801.000000000000,8059.000000000000,10410.000000000000,9033.000000000000,7157.000000000000,9808.000000000000,8123.000000000000,7856.000000000000,5525.000000000000,6901.000000000000,7550.000000000000,8543.000000000000,6374.000000000000,5817.000000000000,4761.000000000000,6696.000000000000,9158.000000000000,7916.000000000000,10636.000000000000,8827.000000000000,8782.000000000000,8102.000000000000,6915.000000000000,7832.000000000000,6098.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,0.000000000000,0.000000000000,2.000000000000,3.000000000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,13.000000000000,11.000000000000,12.000000000000,27.000000000000,3.000000000000,57.000000000000,48.000000000000,25.000000000000,71.000000000000,409.000000000000,39.000000000000,55.000000000000,135.000000000000,127.000000000000,24.000000000000,,395.000000000000,713.000000000000,879.000000000000,976.000000000000,724.000000000000,699.000000000000,564.000000000000,375.000000000000,386.000000000000,230.000000000000,331.000000000000,765.000000000000,986.000000000000,782.000000000000,1154.000000000000,1299.000000000000,535.000000000000,1524.000000000000,1270.000000000000,2530.000000000000,2537.000000000000,3577.000000000000,2355.000000000000,4539.000000000000,2375.000000000000,3314.000000000000,1333.000000000000,,1018.000000000000,1973.000000000000,1133.000000000000,1250.000000000000,1161.000000000000,1421.000000000000,3380.000000000000,819.000000000000,5240.000000000000,3031.000000000000,2963.000000000000,3058.000000000000,3745.000000000000,5339.000000000000,5611.000000000000,8438.000000000000,8124.000000000000,12348.000000000000,4935.000000000000,27672.000000000000,22457.000000000000,37390.000000000000,22848.000000000000,51288.000000000000,19807.000000000000,46337.000000000000,20932.000000000000,,1116.000000000000,1081.000000000000,1034.000000000000,843.000000000000,776.000000000000,719.000000000000,766.000000000000,345.000000000000,1386.000000000000,695.000000000000,641.000000000000,922.000000000000,977.000000000000,924.000000000000,2729.000000000000,2040.000000000000,1357.000000000000,2962.000000000000,2521.000000000000,5271.000000000000,5803.000000000000,8788.000000000000,9006.000000000000,14096.000000000000,7475.000000000000,11856.000000000000,4445.000000000000,,2529.000000000000,3767.000000000000,3048.000000000000,3072.000000000000,2664.000000000000,2839.000000000000,4711.000000000000,1539.000000000000,7012.000000000000,3956.000000000000,3935.000000000000,4745.000000000000,5721.000000000000,7056.000000000000,9506.000000000000,11804.000000000000,10019.000000000000,16891.000000000000,8774.000000000000,35498.000000000000,30868.000000000000,50164.000000000000,34248.000000000000,69978.000000000000,29792.000000000000,61634.000000000000,26734.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,66.000000000000,7.000000000000,46.000000000000,3.000000000000,1.000000000000,55.000000000000,406.000000000000,207.000000000000,57.000000000000,971.000000000000,1362.000000000000,510.000000000000,1572.000000000000,1267.000000000000,,127.000000000000,75.000000000000,0.000000000000,1.000000000000,27.000000000000,14.000000000000,10.000000000000,7.000000000000,0.000000000000,3.000000000000,13.000000000000,16.000000000000,420.000000000000,788.000000000000,2054.000000000000,1226.000000000000,1525.000000000000,2536.000000000000,2146.000000000000,4988.000000000000,3807.000000000000,5825.000000000000,5107.000000000000,7138.000000000000,6362.000000000000,7599.000000000000,9320.000000000000,,725.000000000000,974.000000000000,2790.000000000000,5850.000000000000,1141.000000000000,3167.000000000000,970.000000000000,1159.000000000000,940.000000000000,1111.000000000000,8977.000000000000,8307.000000000000,13219.000000000000,13432.000000000000,16367.000000000000,32557.000000000000,19141.000000000000,43192.000000000000,78668.000000000000,64574.000000000000,69912.000000000000,87098.000000000000,131103.000000000000,101998.000000000000,91564.000000000000,86232.000000000000,115261.000000000000,,2629.000000000000,2039.000000000000,930.000000000000,3902.000000000000,517.000000000000,2105.000000000000,1151.000000000000,1150.000000000000,1120.000000000000,1166.000000000000,4742.000000000000,4359.000000000000,5155.000000000000,5813.000000000000,6409.000000000000,8314.000000000000,4629.000000000000,12784.000000000000,12158.000000000000,13034.000000000000,17336.000000000000,15257.000000000000,20618.000000000000,23386.000000000000,20072.000000000000,17251.000000000000,26814.000000000000,,3481.000000000000,3088.000000000000,3720.000000000000,9753.000000000000,1685.000000000000,5286.000000000000,2131.000000000000,2316.000000000000,2060.000000000000,2280.000000000000,13732.000000000000,12682.000000000000,18794.000000000000,20099.000000000000,24837.000000000000,42143.000000000000,25298.000000000000,58513.000000000000,93027.000000000000,83002.000000000000,91262.000000000000,108237.000000000000,157799.000000000000,133884.000000000000,118508.000000000000,112654.000000000000,152662.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,15.000000000000,9.000000000000,14.000000000000,3.000000000000,14.000000000000,7.000000000000,0.000000000000,0.000000000000,25.000000000000,47.000000000000,33.000000000000,98.000000000000,8.000000000000,54.000000000000,150.000000000000,95.000000000000,,0.000000000000,0.000000000000,0.000000000000,26.000000000000,281.000000000000,138.000000000000,179.000000000000,476.000000000000,414.000000000000,117.000000000000,292.000000000000,723.000000000000,737.000000000000,512.000000000000,575.000000000000,1390.000000000000,1066.000000000000,912.000000000000,104.000000000000,1085.000000000000,1668.000000000000,1474.000000000000,1468.000000000000,1128.000000000000,1932.000000000000,2202.000000000000,1705.000000000000,,0.000000000000,0.000000000000,0.000000000000,234.000000000000,4125.000000000000,1946.000000000000,1200.000000000000,3732.000000000000,3048.000000000000,1205.000000000000,3951.000000000000,1827.000000000000,3099.000000000000,3142.000000000000,5448.000000000000,10358.000000000000,10371.000000000000,11182.000000000000,3314.000000000000,7103.000000000000,6195.000000000000,5116.000000000000,1358.000000000000,7913.000000000000,12459.000000000000,14196.000000000000,8334.000000000000,,0.000000000000,0.000000000000,0.000000000000,49.000000000000,887.000000000000,427.000000000000,460.000000000000,1089.000000000000,712.000000000000,242.000000000000,852.000000000000,1245.000000000000,602.000000000000,809.000000000000,660.000000000000,1417.000000000000,1903.000000000000,1957.000000000000,812.000000000000,1310.000000000000,2664.000000000000,1782.000000000000,1278.000000000000,1807.000000000000,3491.000000000000,2904.000000000000,1507.000000000000,,0.000000000000,0.000000000000,0.000000000000,309.000000000000,5293.000000000000,2511.000000000000,1839.000000000000,5297.000000000000,4174.000000000000,1564.000000000000,5095.000000000000,3810.000000000000,4447.000000000000,4477.000000000000,6686.000000000000,13179.000000000000,13347.000000000000,14051.000000000000,4230.000000000000,9523.000000000000,10574.000000000000,8405.000000000000,4202.000000000000,10856.000000000000,17936.000000000000,19452.000000000000,11641.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,0.000000000000,0.000000000000,0.000000000000,2.000000000000,2.000000000000,2.000000000000,2.000000000000,2.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.000000000000,0.000000000000,0.000000000000,1.000000000000,6.000000000000,3.000000000000,10.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,97.000000000000,1033.000000000000,2121.000000000000,1253.000000000000,847.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,5.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,25.000000000000,1937.000000000000,16050.000000000000,25042.000000000000,18186.000000000000,18229.000000000000,,0.000000000000,0.000000000000,0.000000000000,8.000000000000,5.000000000000,2.000000000000,6.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,7.000000000000,4.000000000000,6.000000000000,8.000000000000,16.000000000000,16.000000000000,16.000000000000,16.000000000000,16.000000000000,11.000000000000,624.000000000000,4871.000000000000,9419.000000000000,4053.000000000000,3096.000000000000,,0.000000000000,0.000000000000,0.000000000000,11.000000000000,13.000000000000,7.000000000000,20.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,3.000000000000,8.000000000000,4.000000000000,11.000000000000,11.000000000000,19.000000000000,19.000000000000,19.000000000000,19.000000000000,19.000000000000,36.000000000000,2658.000000000000,21954.000000000000,36582.000000000000,23492.000000000000,22172.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
