Fleet catch in national waters of FFA members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All values in metric tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Albacore,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bigeye,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skipjack,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellowfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.1 All gears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFA members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,307.000000000000,532.000000000000,420.000000000000,426.000000000000,641.000000000000,592.000000000000,524.000000000000,705.000000000000,779.000000000000,2619.000000000000,1965.000000000000,1272.000000000000,1517.000000000000,745.000000000000,652.000000000000,702.000000000000,757.000000000000,728.000000000000,945.000000000000,910.000000000000,830.000000000000,751.000000000000,796.000000000000,1158.000000000000,1072.000000000000,1075.000000000000,699.000000000000,,806.000000000000,1155.000000000000,879.000000000000,756.000000000000,1295.000000000000,990.000000000000,1012.000000000000,882.000000000000,770.000000000000,492.000000000000,1021.000000000000,1022.000000000000,724.000000000000,457.000000000000,398.000000000000,556.000000000000,490.000000000000,503.000000000000,783.000000000000,821.000000000000,416.000000000000,323.000000000000,257.000000000000,288.000000000000,361.000000000000,342.000000000000,221.000000000000,,4697.000000000000,1223.000000000000,4398.000000000000,3996.000000000000,501.000000000000,93.000000000000,546.000000000000,178.000000000000,2.000000000000,49.000000000000,8.000000000000,15.000000000000,10.000000000000,4.000000000000,2.000000000000,4.000000000000,3.000000000000,2.000000000000,5.000000000000,3.000000000000,13.000000000000,6.000000000000,7.000000000000,5.000000000000,6.000000000000,18.000000000000,5.000000000000,,1735.000000000000,2143.000000000000,1824.000000000000,1793.000000000000,2799.000000000000,3513.000000000000,3604.000000000000,2342.000000000000,1467.000000000000,1802.000000000000,1383.000000000000,1647.000000000000,1385.000000000000,1353.000000000000,1864.000000000000,1257.000000000000,1334.000000000000,1678.000000000000,2174.000000000000,1723.000000000000,1659.000000000000,1310.000000000000,1949.000000000000,1742.000000000000,1449.000000000000,1453.000000000000,1604.000000000000,,7545.000000000000,5053.000000000000,7521.000000000000,6971.000000000000,5236.000000000000,5188.000000000000,5686.000000000000,4107.000000000000,3018.000000000000,4962.000000000000,4377.000000000000,3956.000000000000,3636.000000000000,2559.000000000000,2916.000000000000,2519.000000000000,2584.000000000000,2911.000000000000,3907.000000000000,3457.000000000000,2918.000000000000,2390.000000000000,3009.000000000000,3193.000000000000,2888.000000000000,2888.000000000000,2529.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,490.000000000000,1344.000000000000,1866.000000000000,2366.000000000000,2148.000000000000,2488.000000000000,2050.000000000000,1517.000000000000,2373.000000000000,2178.000000000000,2734.000000000000,1326.000000000000,1185.000000000000,1165.000000000000,1346.000000000000,2457.000000000000,2817.000000000000,2113.000000000000,874.000000000000,551.000000000000,888.000000000000,156.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,56.000000000000,201.000000000000,392.000000000000,214.000000000000,161.000000000000,216.000000000000,264.000000000000,201.000000000000,307.000000000000,923.000000000000,1603.000000000000,177.000000000000,183.000000000000,150.000000000000,167.000000000000,289.000000000000,180.000000000000,106.000000000000,84.000000000000,74.000000000000,62.000000000000,78.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,16.000000000000,34.000000000000,62.000000000000,31.000000000000,65.000000000000,34.000000000000,48.000000000000,87.000000000000,124.000000000000,134.000000000000,306.000000000000,37.000000000000,137.000000000000,86.000000000000,37.000000000000,66.000000000000,66.000000000000,119.000000000000,73.000000000000,32.000000000000,20.000000000000,707.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,42.000000000000,176.000000000000,505.000000000000,406.000000000000,254.000000000000,264.000000000000,220.000000000000,189.000000000000,188.000000000000,394.000000000000,686.000000000000,326.000000000000,503.000000000000,339.000000000000,304.000000000000,604.000000000000,513.000000000000,362.000000000000,322.000000000000,280.000000000000,197.000000000000,66.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4.000000000000,604.000000000000,1755.000000000000,2825.000000000000,3017.000000000000,2628.000000000000,3002.000000000000,2582.000000000000,1994.000000000000,2992.000000000000,3629.000000000000,5329.000000000000,1866.000000000000,2008.000000000000,1740.000000000000,1854.000000000000,3416.000000000000,3576.000000000000,2700.000000000000,1353.000000000000,937.000000000000,1167.000000000000,1007.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,1804.000000000000,2022.000000000000,2196.000000000000,5722.000000000000,7768.000000000000,7344.000000000000,5577.000000000000,9126.000000000000,9293.000000000000,9791.000000000000,6113.000000000000,8287.000000000000,10401.000000000000,7911.000000000000,8065.000000000000,7382.000000000000,7289.000000000000,5783.000000000000,6816.000000000000,6828.000000000000,9062.000000000000,8063.000000000000,8049.000000000000,5232.000000000000,5543.000000000000,6941.000000000000,4836.000000000000,,404.000000000000,437.000000000000,453.000000000000,665.000000000000,654.000000000000,728.000000000000,745.000000000000,854.000000000000,472.000000000000,668.000000000000,474.000000000000,586.000000000000,671.000000000000,501.000000000000,1410.000000000000,1107.000000000000,654.000000000000,1072.000000000000,748.000000000000,1029.000000000000,883.000000000000,658.000000000000,960.000000000000,615.000000000000,384.000000000000,379.000000000000,534.000000000000,,1046.000000000000,522.000000000000,567.000000000000,400.000000000000,509.000000000000,551.000000000000,512.000000000000,505.000000000000,552.000000000000,562.000000000000,527.000000000000,521.000000000000,83.000000000000,115.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,331.000000000000,217.000000000000,428.000000000000,376.000000000000,286.000000000000,394.000000000000,236.000000000000,386.000000000000,192.000000000000,,1054.000000000000,897.000000000000,753.000000000000,2417.000000000000,2149.000000000000,1934.000000000000,2385.000000000000,3442.000000000000,2187.000000000000,2107.000000000000,1637.000000000000,2549.000000000000,3120.000000000000,2474.000000000000,3670.000000000000,2691.000000000000,1838.000000000000,3449.000000000000,3015.000000000000,4330.000000000000,4683.000000000000,2564.000000000000,3524.000000000000,4381.000000000000,2585.000000000000,2096.000000000000,2130.000000000000,,4308.000000000000,3878.000000000000,3969.000000000000,9204.000000000000,11080.000000000000,10557.000000000000,9219.000000000000,13927.000000000000,12504.000000000000,13128.000000000000,8751.000000000000,11943.000000000000,14275.000000000000,11001.000000000000,13145.000000000000,11180.000000000000,9781.000000000000,10304.000000000000,10910.000000000000,12404.000000000000,15056.000000000000,11661.000000000000,12819.000000000000,10622.000000000000,8748.000000000000,9802.000000000000,7692.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,0.000000000000,0.000000000000,2.000000000000,3.000000000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,39.000000000000,48.000000000000,21.000000000000,203.000000000000,650.000000000000,309.000000000000,1300.000000000000,2019.000000000000,346.000000000000,1863.000000000000,1571.000000000000,488.000000000000,913.000000000000,1460.000000000000,1842.000000000000,,569.000000000000,1257.000000000000,1400.000000000000,1911.000000000000,1384.000000000000,1730.000000000000,1845.000000000000,1729.000000000000,1347.000000000000,579.000000000000,1772.000000000000,1628.000000000000,2177.000000000000,2156.000000000000,2477.000000000000,3351.000000000000,2598.000000000000,4459.000000000000,3908.000000000000,5183.000000000000,4905.000000000000,5663.000000000000,6161.000000000000,8102.000000000000,6660.000000000000,7299.000000000000,3485.000000000000,,2679.000000000000,7147.000000000000,4322.000000000000,10036.000000000000,7583.000000000000,9328.000000000000,17032.000000000000,14548.000000000000,16190.000000000000,7098.000000000000,7744.000000000000,11785.000000000000,12478.000000000000,19101.000000000000,19434.000000000000,27867.000000000000,21549.000000000000,29421.000000000000,30791.000000000000,49852.000000000000,55430.000000000000,81809.000000000000,95293.000000000000,122148.000000000000,96310.000000000000,120526.000000000000,93972.000000000000,,2143.000000000000,3827.000000000000,2582.000000000000,5181.000000000000,4634.000000000000,4195.000000000000,8596.000000000000,5285.000000000000,5545.000000000000,2059.000000000000,3186.000000000000,3187.000000000000,3755.000000000000,4947.000000000000,6603.000000000000,6757.000000000000,5704.000000000000,7820.000000000000,9742.000000000000,12182.000000000000,15490.000000000000,18248.000000000000,25015.000000000000,31742.000000000000,27797.000000000000,29339.000000000000,25803.000000000000,,5391.000000000000,12231.000000000000,8306.000000000000,17131.000000000000,13604.000000000000,15253.000000000000,27474.000000000000,21562.000000000000,23082.000000000000,9736.000000000000,12702.000000000000,16600.000000000000,18449.000000000000,26252.000000000000,28535.000000000000,38178.000000000000,30501.000000000000,42009.000000000000,45741.000000000000,69236.000000000000,76171.000000000000,107583.000000000000,128040.000000000000,162480.000000000000,131680.000000000000,158624.000000000000,125102.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,66.000000000000,7.000000000000,333.000000000000,37.000000000000,6.000000000000,195.000000000000,497.000000000000,412.000000000000,57.000000000000,981.000000000000,1403.000000000000,521.000000000000,1572.000000000000,1273.000000000000,,342.000000000000,344.000000000000,330.000000000000,170.000000000000,285.000000000000,180.000000000000,197.000000000000,234.000000000000,396.000000000000,179.000000000000,125.000000000000,274.000000000000,837.000000000000,1105.000000000000,2802.000000000000,1798.000000000000,2775.000000000000,3489.000000000000,2635.000000000000,6906.000000000000,5191.000000000000,7314.000000000000,6163.000000000000,9343.000000000000,8530.000000000000,10406.000000000000,11007.000000000000,,1888.000000000000,3373.000000000000,5929.000000000000,8791.000000000000,2694.000000000000,5092.000000000000,2839.000000000000,3702.000000000000,4203.000000000000,3271.000000000000,12142.000000000000,12371.000000000000,19950.000000000000,23728.000000000000,34765.000000000000,53617.000000000000,55778.000000000000,62795.000000000000,90092.000000000000,104829.000000000000,103197.000000000000,130039.000000000000,157471.000000000000,140888.000000000000,130633.000000000000,148282.000000000000,141650.000000000000,,4003.000000000000,3718.000000000000,2768.000000000000,4919.000000000000,1654.000000000000,2968.000000000000,2318.000000000000,2205.000000000000,2991.000000000000,1958.000000000000,5461.000000000000,6248.000000000000,6573.000000000000,8913.000000000000,9814.000000000000,11638.000000000000,12670.000000000000,16576.000000000000,15362.000000000000,25704.000000000000,23707.000000000000,21446.000000000000,24589.000000000000,29792.000000000000,29241.000000000000,26316.000000000000,31787.000000000000,,6233.000000000000,7435.000000000000,9027.000000000000,13880.000000000000,4633.000000000000,8240.000000000000,5354.000000000000,6141.000000000000,7590.000000000000,5408.000000000000,17728.000000000000,18893.000000000000,27360.000000000000,33812.000000000000,47388.000000000000,67386.000000000000,71260.000000000000,82866.000000000000,108284.000000000000,137936.000000000000,132507.000000000000,158856.000000000000,189204.000000000000,181426.000000000000,168925.000000000000,186576.000000000000,185717.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,15.000000000000,9.000000000000,14.000000000000,3.000000000000,14.000000000000,7.000000000000,0.000000000000,0.000000000000,25.000000000000,47.000000000000,33.000000000000,144.000000000000,9.000000000000,54.000000000000,150.000000000000,95.000000000000,,0.000000000000,0.000000000000,0.000000000000,494.000000000000,1812.000000000000,2077.000000000000,2163.000000000000,3592.000000000000,3936.000000000000,2956.000000000000,3848.000000000000,1817.000000000000,2665.000000000000,3672.000000000000,10020.000000000000,4854.000000000000,5162.000000000000,3880.000000000000,1803.000000000000,2782.000000000000,3850.000000000000,4095.000000000000,2824.000000000000,3152.000000000000,4603.000000000000,5066.000000000000,3475.000000000000,,0.000000000000,0.000000000000,0.000000000000,4222.000000000000,22226.000000000000,25143.000000000000,19001.000000000000,23213.000000000000,26836.000000000000,28025.000000000000,40839.000000000000,16876.000000000000,28813.000000000000,39927.000000000000,67319.000000000000,57433.000000000000,60745.000000000000,62265.000000000000,47475.000000000000,37001.000000000000,32213.000000000000,51095.000000000000,45428.000000000000,48630.000000000000,59478.000000000000,65288.000000000000,41517.000000000000,,0.000000000000,0.000000000000,0.000000000000,1234.000000000000,6337.000000000000,5908.000000000000,5643.000000000000,7173.000000000000,7473.000000000000,5417.000000000000,5311.000000000000,5037.000000000000,5080.000000000000,11117.000000000000,13085.000000000000,11692.000000000000,11770.000000000000,9733.000000000000,5869.000000000000,9341.000000000000,9913.000000000000,9461.000000000000,8150.000000000000,8830.000000000000,12066.000000000000,10822.000000000000,7781.000000000000,,0.000000000000,0.000000000000,0.000000000000,5950.000000000000,30375.000000000000,33128.000000000000,26807.000000000000,33978.000000000000,38245.000000000000,36398.000000000000,49998.000000000000,23745.000000000000,36567.000000000000,54730.000000000000,90427.000000000000,73993.000000000000,77684.000000000000,75878.000000000000,55147.000000000000,49149.000000000000,46023.000000000000,64684.000000000000,56546.000000000000,60621.000000000000,76201.000000000000,81326.000000000000,52868.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,0.000000000000,0.000000000000,0.000000000000,2.000000000000,2.000000000000,2.000000000000,2.000000000000,2.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,46.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.000000000000,0.000000000000,0.000000000000,1.000000000000,6.000000000000,3.000000000000,10.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,48.000000000000,338.000000000000,2827.000000000000,4918.000000000000,3950.000000000000,3022.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,5.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,3.000000000000,2659.000000000000,19242.000000000000,58116.000000000000,84400.000000000000,81235.000000000000,64213.000000000000,,0.000000000000,0.000000000000,0.000000000000,8.000000000000,5.000000000000,2.000000000000,6.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,2.000000000000,7.000000000000,4.000000000000,6.000000000000,8.000000000000,16.000000000000,16.000000000000,16.000000000000,16.000000000000,16.000000000000,197.000000000000,2128.000000000000,15449.000000000000,27085.000000000000,18136.000000000000,13936.000000000000,,0.000000000000,0.000000000000,0.000000000000,11.000000000000,13.000000000000,7.000000000000,20.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,3.000000000000,8.000000000000,4.000000000000,11.000000000000,11.000000000000,19.000000000000,19.000000000000,19.000000000000,19.000000000000,19.000000000000,2904.000000000000,21754.000000000000,76392.000000000000,116403.000000000000,103321.000000000000,81171.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
